field1,field2,field3,field4,field5,field6,X_impact
1.3607,2.7984,1.7503,0.0,-3.6366,4.8481,-3.50641
0.85178,0.0,1.983,2.4032,2.2667,-0.73273,2.38653
2.3569,0.51974,0.0,1.9996,-1.0967,-4.9591,-1.00474
0.0,1.5415,2.8148,1.7822,2.8692,2.3889,2.80907
1.5272,2.8131,1.7835,0.0,-2.425,2.9461,-2.27553
0.84823,2.5335,1.9885,0.0,-1.4003,3.8496,-1.30861
1.2347,2.7517,1.8471,0.0,-2.8455,4.5397,-2.77805
1.9837,2.1099,0.18666,0.0,-4.9324,0.38025,-3.88975
1.9891,2.5142,0.79857,0.0,-4.1301,1.4204,-3.9734
2.6505,1.133,0.0,1.9721,-1.4753,-2.9816,-1.47865
2.8142,1.8166,0.0,1.5833,-2.4633,-2.0545,-2.39506
1.5443,0.0,1.6337,2.8268,4.0834,-3.8256,4.11117
0.97108,2.5906,1.9801,0.0,-1.4795,3.5163,-1.40653
1.9392,2.6395,0.98741,0.0,-4.7086,2.1626,-4.40347
1.965,0.0,0.89371,2.3804,0.66989,-1.9991,0.61122
0.065662,0.0,1.9527,1.9941,4.1449,-0.1084,3.85186
1.8198,2.7632,1.2481,0.0,-4.9572,3.2215,-4.58069
1.0849,0.0,1.9631,2.647,3.3813,-1.6305,3.43574
0.0,0.41657,2.0281,1.8433,1.9278,0.28708,2.11518
0.0,1.5081,1.7765,0.62371,0.31328,1.091,0.32435
2.7118,1.1825,0.0,1.9112,-2.1327,-3.7951,-2.14347
0.40199,2.266,1.9977,0.0,-0.7793,4.6696,-0.63744
2.8165,1.5209,0.0,1.7528,-2.6966,-3.2093,-2.7469
0.0,1.988,2.4852,0.71705,1.5234,4.8552,1.22951
0.0,1.952,2.0071,0.089105,0.13997,3.9753,0.06139
2.7849,1.8276,0.0,1.3819,-3.5307,-2.5156,-3.54988
1.6586,0.0,1.6935,2.8281,2.6399,-2.5709,2.62534
1.2633,2.7508,1.8658,0.0,-2.478,3.941,-2.39647
2.8101,1.5579,0.0,1.8247,-2.0628,-2.5378,-1.99345
2.669,1.9563,0.0,1.1398,-3.2438,-1.6572,-3.23563
0.0,1.7165,2.8169,1.4803,3.2721,3.8955,3.26437
0.0,1.2345,2.6852,1.9656,2.7054,1.4736,2.62171
0.0,0.15482,2.0589,1.9629,3.9879,0.24457,3.67596
1.9969,2.2808,0.43951,0.0,-4.2739,0.76952,-3.92417
1.9985,2.4138,0.62661,0.0,-4.4022,1.1653,-4.05737
0.97542,0.0,1.9518,2.6252,4.395,-1.9583,4.34562
2.7217,1.8828,0.0,1.1646,-4.5104,-2.5808,-4.26728
1.9978,2.3164,0.50617,0.0,-3.9758,0.81859,-3.80641
1.5692,2.8284,1.5874,0.0,-4.222,4.2781,-4.11073
0.0,1.6457,2.8262,1.5417,3.6911,3.9828,3.75704
1.2189,2.6105,1.9996,0.0,-1.0386,2.094,-1.10942
2.7568,1.8437,0.0,1.254,-4.4039,-2.8104,-4.22469
0.0,1.963,2.6139,0.97469,1.7643,4.0382,1.60182
0.40708,0.0,1.9982,2.2718,4.7478,-0.80529,4.08103
1.4926,0.0,1.7744,2.8107,3.241,-2.6212,3.28112
1.9624,0.0,1.0077,2.6248,1.7296,-3.8363,1.71328
1.4595,2.8179,1.6897,0.0,-3.7867,4.4813,-3.68726
0.0,1.8619,2.7795,1.4072,2.132,3.0325,1.98743
1.9982,0.0,0.57359,2.3926,1.2049,-4.9089,1.13852
1.034,2.6679,1.9186,0.0,-2.4178,4.9107,-2.35109
0.19902,0.0,1.9823,2.1145,4.7073,-0.38386,3.83779
1.8227,0.0,1.3052,2.7731,2.8763,-4.2523,2.95507
1.9965,0.0,0.64221,2.3678,0.81911,-3.2225,0.80697
0.0,0.22003,2.1315,1.9849,4.7336,0.42766,3.7928
1.553,2.7802,1.9307,0.0,-1.4806,2.023,-1.53124
0.0,0.73405,2.4621,1.9977,3.8355,1.1774,3.79978
0.998,0.0,1.998,2.5537,2.7302,-1.1143,2.82899
0.1664,0.0,1.9272,2.0187,3.0693,-0.19175,3.41542
2.827,1.6283,0.0,1.5451,-4.1344,-3.8911,-4.0657
1.9633,1.4157,0.0,1.1451,-0.8204,-0.58612,-0.84527
2.5924,1.9569,0.0,0.89014,-4.9899,-2.0324,-4.38604
0.90878,2.5889,1.9661,0.0,-1.8035,4.4217,-1.73931
1.3612,2.6937,1.9853,0.0,-1.2254,2.097,-1.28154
1.1634,0.0,1.8814,2.7221,4.5523,-2.6061,4.4719
1.6158,0.0,1.5934,2.8283,3.6159,-3.6758,3.68116
0.95704,2.595,1.974,0.0,-1.597,3.7958,-1.53575
0.74078,0.0,1.9955,2.4015,2.8379,-0.82113,3.04548
0.0,1.2997,2.7491,1.8891,3.3621,2.1215,3.35823
0.0,2.0,2.6012,1.2266,0.99482,2.0087,0.87151
2.639,1.945,0.0,1.0009,-4.399,-2.0276,-4.10556
0.0,1.9573,2.6861,1.2072,1.5799,2.9285,1.33489
2.6112,1.1109,0.0,1.9917,-1.2223,-2.63,-1.27104
0.0,1.8582,2.7507,1.2492,2.6257,4.1887,2.53314
1.9324,0.0,0.036116,1.954,0.051736,-3.6843,-0.00155
1.4619,2.813,1.7342,0.0,-3.1757,3.8854,-3.12419
1.6492,2.8276,1.5864,0.0,-3.4677,3.3105,-3.48987
1.5435,2.8163,1.7718,0.0,-2.459,2.924,-2.30881
0.8692,0.99746,0.2261,0.0,-0.60709,0.12157,-0.40624
2.1057,0.32547,0.0,1.9356,-0.33103,-2.7478,-0.43726
1.4096,2.8055,1.7461,0.0,-3.3487,4.2952,-3.28685
2.8259,1.5579,0.0,1.6683,-3.3066,-3.5871,-3.38494
1.981,2.69,1.696,0.0,-1.1996,0.90613,-1.20373
1.1709,2.7303,1.8664,0.0,-2.8221,4.8232,-2.73727
1.1531,0.0,1.8854,2.7177,4.5653,-2.5809,4.47827
0.0,1.7044,2.8156,1.4512,3.639,4.3817,3.61586
2.7071,1.2302,0.0,1.9379,-1.7521,-3.1029,-1.71806
0.0,1.766,2.8265,1.6813,2.0901,2.2327,1.82975
0.0,1.531,2.8267,1.6257,4.3581,4.0679,4.37323
0.0,0.064556,1.8722,1.8408,2.4059,0.055707,3.15849
0.59597,0.60593,0.015095,0.0,-0.4296,0.008689,-0.17297
0.0,1.299,2.7774,1.8024,4.6758,3.2062,4.6051
1.3287,0.05337,0.0,1.3054,-0.026737,-1.0626,0.00112
1.5951,2.7722,1.9614,0.0,-1.2941,1.7709,-1.37501
1.9967,0.0,0.43305,2.2768,0.761,-4.2895,0.71667
1.6643,2.8282,1.6958,0.0,-2.5328,2.594,-2.40418
1.9606,0.0,1.6482,2.7833,1.2713,-1.6653,1.21606
2.1148,0.25423,0.0,1.9647,-0.35052,-3.549,-0.43164
2.7052,1.8929,0.0,1.1177,-4.7494,-2.5877,-4.38651
2.6682,1.133,0.0,1.9552,-1.6783,-3.298,-1.69259
2.7692,1.9739,0.0,1.6232,-1.652,-1.2162,-1.64476
1.9978,0.0,0.64223,2.4244,1.2007,-4.4121,1.16159
2.7642,1.3205,0.0,1.8603,-2.3667,-3.5851,-2.38995
2.7488,1.9443,0.0,1.4309,-2.2859,-1.4986,-2.25532
1.3618,0.0,1.7758,2.7937,4.3972,-3.2311,4.36818
1.618,0.0,1.9361,2.7895,1.8329,-1.4031,1.8838
1.6268,0.0,1.7399,2.8253,2.6118,-2.3959,2.58966
0.0,1.3877,2.7896,1.8121,3.6618,2.6569,3.74779
1.1173,2.637,1.9788,0.0,-1.4011,2.9077,-1.32712
1.8214,0.0,1.5839,2.8135,2.0253,-2.4372,1.99346
2.6914,1.9248,0.0,1.1336,-3.881,-2.0616,-3.78844
1.9403,2.6764,1.118,0.0,-3.6695,1.8846,-3.61459
1.5518,1.4184,0.0,0.30981,-1.1064,-0.1558,-1.2021
1.3283,2.7876,1.7804,0.0,-3.375,4.7249,-3.27436
2.5278,0.83252,0.0,1.9886,-1.4094,-3.9413,-1.41122
0.0,0.20191,2.0476,1.936,3.1018,0.23596,3.34797
1.586,0.0,1.9672,2.6304,1.2518,-0.85807,1.28027
1.5432,2.8283,1.5732,0.0,-4.8024,4.9074,-4.45651
2.7056,1.893,0.0,1.1193,-4.7303,-2.5804,-4.37621
1.8285,2.8216,1.68,0.0,-2.0309,1.8036,-2.05255
1.5468,2.8265,1.645,0.0,-3.6569,3.9295,-3.63111
0.0,1.9789,2.612,1.0335,1.4532,3.2504,1.24725
0.0,1.6618,2.8206,1.4617,4.2242,4.8855,4.11934
1.9337,0.0,0.98491,2.643,2.2759,-4.9271,2.26833
0.0,1.4681,2.7581,1.9418,2.1949,1.4855,2.12364
0.97361,2.5984,1.9754,0.0,-1.5571,3.6539,-1.49088
1.9691,1.9605,0.0,0.012894,-4.9228,-0.026101,-3.94645
1.9266,2.38,1.0562,0.0,-1.5964,0.64534,-1.52999
1.8495,2.7639,1.2998,0.0,-3.8899,2.555,-3.82083
0.0,1.8061,2.7961,1.422,2.5902,3.4634,2.52675
0.14828,2.0736,1.9756,0.0,-0.28195,4.659,-0.20886
1.9209,2.0859,0.32617,0.0,-2.5751,0.30722,-2.90532
0.44154,2.2845,1.9975,0.0,-0.78742,4.3391,-0.66392
0.25867,2.1161,1.9641,0.0,-0.35218,3.5114,-0.32421
1.5744,0.0,1.6018,2.8283,4.0424,-3.9624,4.07552
1.7406,1.5333,0.0,0.49091,-1.1792,-0.24962,-1.26692
1.9987,0.0,0.6486,2.422,1.1498,-4.2178,1.11332
0.0,1.6216,2.8268,1.5319,4.1216,4.3993,4.14124
2.828,1.6275,0.0,1.5838,-3.6779,-3.5616,-3.72548
1.7931,0.0,1.3553,2.789,3.0295,-4.2043,3.1168
1.9541,2.1556,0.37474,0.0,-2.8927,0.40675,-3.15986
1.7083,0.0,1.418,2.8118,3.8592,-4.7731,3.82314
1.9903,0.0,0.69396,2.4708,1.4707,-4.8631,1.42924
0.91969,0.0,1.9604,2.5988,4.5577,-1.8989,4.44021
2.4888,1.9911,0.0,0.74403,-4.3776,-1.4038,-4.00146
1.4031,0.0,1.9886,2.699,1.9658,-1.1816,2.01148
1.9812,0.0,0.99065,2.5951,1.4468,-3.3841,1.41608
0.61081,0.0,1.9207,2.2036,2.0844,-0.46285,2.33123
1.9873,1.9574,0.0,0.045924,-4.481,-0.083185,-3.88968
1.6074,2.8284,1.6024,0.0,-3.6475,3.634,-3.66378
0.0,1.9432,2.119,0.3306,0.35002,2.8408,0.30213
0.0,1.996,2.422,0.78962,0.83932,2.7236,0.66697
1.4077,0.0,1.8071,2.7938,3.5613,-2.6337,3.61201
2.7856,1.9479,0.0,1.6251,-1.7673,-1.3434,-1.76239
1.9999,2.4967,0.91725,0.0,-2.6558,0.96987,-2.5491
1.9549,0.0,0.091835,2.0123,0.1481,-4.0631,0.07506
0.27585,2.1749,1.9904,0.0,-0.54191,4.7634,-0.44344
0.0,1.9169,2.7177,1.2201,1.9894,3.4593,1.85435
0.0,1.9994,2.504,0.95719,0.94606,2.4972,0.75015
1.9807,0.0,0.26557,2.1484,0.43937,-4.1262,0.37126
0.0,1.592,2.8264,1.6869,3.1427,2.9282,3.10532
2.8245,1.7738,0.0,1.871,-1.5062,-1.6341,-1.47546
2.5582,0.93882,0.0,1.9912,-1.2918,-3.2638,-1.29556
1.7091,2.8261,1.6072,0.0,-2.8937,2.6803,-2.78113
2.7218,1.1496,0.0,1.8745,-2.7775,-4.8687,-2.75604
2.5432,1.9969,0.0,1.1292,-2.029,-0.90234,-2.12388
0.0,0.85359,2.4973,1.9991,3.1253,1.0901,3.14698
2.7691,1.5715,0.0,1.9587,-1.3203,-1.8353,-1.33739
2.7208,1.931,0.0,1.2683,-3.0153,-1.7704,-2.963
0.0,0.35951,2.2185,1.9903,4.1423,0.60168,3.79324
2.8193,1.4527,0.0,1.6692,-4.1906,-4.9053,-3.96926
0.40352,2.2355,1.9886,0.0,-0.60786,3.7836,-0.55123
2.0306,1.951,0.0,0.13262,-3.7114,-0.192,-3.70819
2.7989,1.3962,0.0,1.7737,-3.0642,-4.0603,-3.1283
0.0,1.7789,2.8155,1.5447,2.4027,2.8711,2.29309
0.0,1.743,2.1624,1.0083,0.52014,1.2193,0.50928
0.0,1.9879,2.6058,1.0645,1.2997,2.8859,1.04677
2.6323,1.9451,0.0,0.97946,-4.5827,-2.0711,-4.21277
0.0,0.67141,2.459,1.9913,4.9748,1.4558,4.40016
2.826,1.5717,0.0,1.6792,-3.1111,-3.369,-3.19623
1.994,0.0,0.80146,2.5022,1.2828,-3.786,1.26504
0.0,1.7722,2.7964,1.376,3.1981,4.2943,3.10863
0.0,0.084347,2.021,1.9656,4.5931,0.15742,3.83959
0.0,0.6217,2.4216,1.9965,4.7826,1.2756,4.29418
0.0,0.79192,2.516,1.9871,4.2995,1.4768,4.11421
0.0,1.5923,2.8281,1.5487,4.3901,4.5312,4.36541
1.3218,2.786,1.7829,0.0,-3.3774,4.7612,-3.2739
0.0,1.9297,2.8023,1.6808,1.3843,1.7094,1.25941
0.0,1.8558,2.0348,0.39688,0.28465,2.0079,0.29719
2.8254,1.7063,0.0,1.591,-3.0243,-2.774,-3.05873
0.0,1.6944,2.8165,1.4495,3.8024,4.5484,3.7622
1.7218,2.8188,1.5088,0.0,-3.5683,3.0466,-3.5626
2.8154,1.5451,0.0,1.78,-2.3939,-2.8623,-2.33653
1.8988,0.0,1.0895,2.6949,2.5897,-4.8972,2.61067
0.19215,0.0,1.5846,1.6642,1.4078,-0.10383,1.60826
1.9321,2.1225,0.37425,0.0,-2.5929,0.3565,-2.90309
2.7324,1.2675,0.0,1.91,-1.9764,-3.285,-1.94736
1.988,1.9505,0.0,0.05979,-4.0987,-0.097379,-3.82953
0.086933,2.0129,1.9578,0.0,-0.14617,4.2076,-0.1121
1.953,0.0,1.0122,2.6354,1.8729,-4.0729,1.87234
0.98674,2.6391,1.9395,0.0,-2.1583,4.7044,-2.09463
0.0,1.6777,2.8238,1.8043,2.1182,1.9166,1.91194
2.7269,1.2462,0.0,1.9112,-2.0024,-3.3887,-1.97949
1.5896,0.0,1.8511,2.8091,2.2761,-1.8505,2.28009
0.0,1.9156,2.6887,1.1023,2.2665,4.3284,2.17309
2.8213,1.5112,0.0,1.6964,-3.3076,-3.7917,-3.37715
2.242,1.9938,0.0,0.38528,-4.2785,-0.67184,-3.86527
0.0,1.9767,2.5366,0.7995,1.734,4.869,1.45416
0.0,1.466,2.7585,1.9404,2.2103,1.4961,2.13578
0.0,0.088958,1.6518,1.6148,1.5299,0.050349,1.88884
0.88356,0.0,1.9766,2.5669,4.1804,-1.6273,4.17421
1.1152,0.0,0.57537,1.4119,0.29891,-0.72983,0.26539
1.5059,0.0,1.7144,2.8193,3.6649,-3.1408,3.7214
0.0,1.8295,2.7865,1.3952,2.4541,3.4167,2.36914
0.0,0.73209,2.0269,1.7237,1.3471,0.39068,1.24883
1.6644,2.8234,1.5066,0.0,-4.2017,3.7438,-4.12702
1.7378,2.8275,1.6771,0.0,-2.354,2.2463,-2.25549
2.4418,1.9945,0.0,0.65183,-4.7962,-1.3487,-4.16556
0.0,1.4746,2.8229,1.6436,4.9783,4.4041,4.81967
0.0,1.7267,2.8146,1.4685,3.2248,3.9031,3.19984
0.19432,2.0708,1.956,0.0,-0.26876,3.5669,-0.23681
1.9429,2.6541,1.0457,0.0,-4.1031,1.9738,-3.9967
2.3764,1.9999,0.0,0.59497,-3.9593,-0.9689,-3.74584
1.6007,0.0,1.6868,2.8268,3.0755,-2.884,3.11159
1.7267,2.805,1.3808,0.0,-4.9975,3.8771,-4.63535
2.4647,0.68506,0.0,1.9913,-1.4443,-4.8484,-1.38589
0.0,1.6092,2.821,1.7801,2.5151,2.2047,2.33723
0.0,1.4428,2.8169,1.6851,4.7921,4.0154,4.71689
0.0,1.0217,2.651,1.9378,4.4379,2.1058,4.36121
2.7861,1.3425,0.0,1.7967,-3.0469,-4.2818,-3.08785
0.50934,2.2245,1.9605,0.0,-0.50355,2.6495,-0.51343
2.8275,1.596,0.0,1.528,-4.8261,-4.5947,-4.44502
1.3157,0.0,1.7876,2.7839,4.75,-3.3409,4.62286
1.7949,0.0,1.3394,2.786,3.0887,-4.3437,3.16952
2.814,1.8453,0.0,1.6233,-2.1749,-1.8232,-2.14418
1.9527,2.0656,0.19317,0.0,-3.4843,0.2597,-3.52412
2.721,1.8817,0.0,1.1595,-4.5861,-2.6167,-4.31487
2.757,1.8401,0.0,1.2489,-4.5257,-2.887,-4.31443
1.2889,0.0,1.9133,2.7355,3.1298,-1.9072,3.12234
1.4851,0.0,1.6707,2.8216,4.4026,-3.8443,4.37685
2.7751,1.9214,0.0,1.5031,-2.2172,-1.5774,-2.18755
0.0,1.0683,2.6286,1.9746,3.2018,1.4903,3.24297
1.7603,0.0,0.22591,1.858,0.14587,-1.812,0.1182
2.6711,1.2859,0.0,1.9869,-1.2331,-2.2535,-1.25295
0.0,1.9997,2.3456,0.53595,0.92876,4.1971,0.70937
2.1233,1.9353,0.0,0.36577,-2.6486,-0.35706,-3.0142
0.0,1.1059,2.6783,1.9331,3.8997,2.0023,3.97048
2.3137,1.9859,0.0,0.59788,-2.9202,-0.67173,-3.0197
